Year,Team,Opponent,Team_Points,Opponent_Points
2003,abilene-christian,,,
2003,air-force,louisville,47,65
2003,air-force,stetson,72,43
2003,air-force,arkansas-state,57,52
2003,air-force,tennessee-tech,47,60
2003,air-force,texas-pan-american,65,44
2003,air-force,georgia-southern,70,56
2003,air-force,belmont,85,76
2003,air-force,oakland,44,61
2003,air-force,alabama-birmingham,59,69
2003,air-force,texas-el-paso,63,45
2003,air-force,georgia-southern,78,40
2003,air-force,navy,56,43
2003,air-force,savannah-state,56,33
2003,air-force,san-diego-state,48,63
2003,air-force,colorado-state,49,51
2003,air-force,wyoming,44,46
2003,air-force,nevada-las-vegas,75,71
2003,air-force,utah,35,45
2003,air-force,brigham-young,33,65
2003,air-force,new-mexico,59,73
2003,air-force,colorado-state,80,75
2003,air-force,wyoming,57,64
2003,air-force,san-diego-state,53,67
2003,air-force,nevada-las-vegas,70,74
2003,air-force,brigham-young,43,56
2003,air-force,utah,52,57
2003,air-force,new-mexico,68,60
2003,air-force,utah,38,42
2003,akron,wright-state,75,78
2003,akron,oakland,88,84
2003,akron,cleveland-state,65,68
2003,akron,james-madison,82,84
2003,akron,iona,85,78
2003,akron,niagara,71,77
2003,akron,radford,97,64
2003,akron,hampton,84,79
2003,akron,ball-state,105,104
2003,akron,ohio,104,112
2003,akron,buffalo,89,71
2003,akron,bowling-green-state,60,74
2003,akron,miami-oh,59,74
2003,akron,kent-state,72,79
2003,akron,western-michigan,52,68
2003,akron,northern-illinois,101,100
2003,akron,eastern-michigan,96,80
2003,akron,toledo,78,67
2003,akron,central-michigan,92,99
2003,akron,marshall,58,74
2003,akron,miami-oh,53,55
2003,akron,ohio,84,82
2003,akron,central-michigan,70,69
2003,akron,kent-state,85,70
2003,akron,marshall,79,71
2003,akron,buffalo,66,70
2003,akron,ohio,77,79
2003,alabama-am,vanderbilt,40,68
2003,alabama-am,mississippi-state,58,100
2003,alabama-am,south-carolina-state,75,88
2003,alabama-am,savannah-state,97,78
2003,alabama-am,morris-brown,65,58
2003,alabama-am,florida-am,89,91
2003,alabama-am,alabama-birmingham,69,91
2003,alabama-am,grambling,74,70
2003,alabama-am,jackson-state,68,82
2003,alabama-am,mississippi-valley-state,81,91
2003,alabama-am,arkansas-pine-bluff,66,65
2003,alabama-am,alabama-state,52,53
2003,alabama-am,alcorn-state,65,66
2003,alabama-am,southern,60,66
2003,alabama-am,texas-southern,67,72
2003,alabama-am,prairie-view,67,79
2003,alabama-am,mississippi-valley-state,72,103
2003,alabama-am,arkansas-pine-bluff,72,54
2003,alabama-am,alabama-state,74,85
2003,alabama-am,morris-brown,92,58
2003,alabama-am,alcorn-state,71,79
2003,alabama-am,southern,93,94
2003,alabama-am,texas-southern,90,82
2003,alabama-am,prairie-view,75,76
2003,alabama-am,grambling,62,63
2003,alabama-am,jackson-state,72,81
2003,alabama,oklahoma,68,62
2003,alabama,alabama-state,82,56
2003,alabama,middle-tennessee,80,65
2003,alabama,ohio-state,54,48
2003,alabama,north-carolina-greensboro,89,61
2003,alabama,st-bonaventure,77,68
2003,alabama,bowling-green-state,72,63
2003,alabama,providence,69,61
2003,alabama,morehead-state,82,64
2003,alabama,utah,49,51
2003,alabama,xavier,65,58
2003,alabama,arkansas,61,51
2003,alabama,vanderbilt,69,70
2003,alabama,mississippi-state,68,62
2003,alabama,auburn,68,77
2003,alabama,mississippi,57,76
2003,alabama,kentucky,46,63
2003,alabama,louisiana-state,75,66
2003,alabama,arkansas,70,81
2003,alabama,florida,56,75
2003,alabama,auburn,84,68
2003,alabama,georgia,69,74
2003,alabama,tennessee,76,71
2003,alabama,mississippi-state,55,59
2003,alabama,mississippi,86,63
2003,alabama,south-carolina,82,59
2003,alabama,louisiana-state,62,66
2003,alabama,vanderbilt,69,82
2003,alabama,indiana,62,67
2003,alabama-state,furman,73,74
2003,alabama-state,texas-arlington,47,59
2003,alabama-state,alabama,56,82
2003,alabama-state,mississippi,58,74
2003,alabama-state,florida-am,67,68
2003,alabama-state,georgia-state,82,77
2003,alabama-state,troy,71,80
2003,alabama-state,troy,61,81
2003,alabama-state,jackson-state,70,58
2003,alabama-state,grambling,79,70
2003,alabama-state,arkansas-pine-bluff,43,33
2003,alabama-state,mississippi-valley-state,73,67
2003,alabama-state,alabama-am,53,52
2003,alabama-state,southern,78,60
2003,alabama-state,alcorn-state,75,49
2003,alabama-state,prairie-view,57,63
2003,alabama-state,texas-southern,52,58
2003,alabama-state,arkansas-pine-bluff,57,33
2003,alabama-state,mississippi-valley-state,78,79
2003,alabama-state,alabama-am,85,74
2003,alabama-state,southern,54,57
2003,alabama-state,alcorn-state,50,69
2003,alabama-state,prairie-view,54,60
2003,alabama-state,texas-southern,68,64
2003,alabama-state,jackson-state,60,70
2003,alabama-state,grambling,67,63
2003,alabama-state,alcorn-state,55,58
2003,alabama-birmingham,chattanooga,92,81
2003,alabama-birmingham,nevada-las-vegas,75,84
2003,alabama-birmingham,richmond,68,72
2003,alabama-birmingham,nicholls-state,82,70
2003,alabama-birmingham,texas-am-corpus-christi,108,74
2003,alabama-birmingham,alabama-am,91,69
2003,alabama-birmingham,air-force,69,59
2003,alabama-birmingham,columbia,71,42
2003,alabama-birmingham,mississippi-state,52,68
2003,alabama-birmingham,south-florida,79,69
2003,alabama-birmingham,houston,63,50
2003,alabama-birmingham,charlotte,58,78
2003,alabama-birmingham,southern-mississippi,84,71
2003,alabama-birmingham,tulane,72,75
2003,alabama-birmingham,texas-christian,84,82
2003,alabama-birmingham,southern-mississippi,80,82
2003,alabama-birmingham,tulane,66,71
2003,alabama-birmingham,south-florida,85,67
2003,alabama-birmingham,memphis,70,94
2003,alabama-birmingham,texas-christian,88,85
2003,alabama-birmingham,houston,80,52
2003,alabama-birmingham,depaul,77,71
2003,alabama-birmingham,marquette,87,98
2003,alabama-birmingham,cincinnati,70,87
2003,alabama-birmingham,memphis,79,90
2003,alabama-birmingham,charlotte,85,61
2003,alabama-birmingham,marquette,83,76
2003,alabama-birmingham,saint-louis,63,62
2003,alabama-birmingham,louisville,78,83
2003,alabama-birmingham,louisiana-lafayette,82,80
2003,alabama-birmingham,siena,80,71
2003,alabama-birmingham,st-johns-ny,71,79
2003,albany-ny,siena,75,79
2003,albany-ny,bucknell,53,56
2003,albany-ny,notre-dame,55,90
2003,albany-ny,army,47,43
2003,albany-ny,long-island-university,62,78
2003,albany-ny,robert-morris,69,67
2003,albany-ny,quinnipiac,65,78
2003,albany-ny,syracuse,79,109
2003,albany-ny,lafayette,75,83
2003,albany-ny,colgate,61,54
2003,albany-ny,maine,71,90
2003,albany-ny,boston-university,63,66
2003,albany-ny,new-hampshire,61,58
2003,albany-ny,vermont,53,63
2003,albany-ny,stony-brook,87,92
2003,albany-ny,binghamton,59,86
2003,albany-ny,dartmouth,85,84
2003,albany-ny,hartford,68,80
2003,albany-ny,northeastern,80,89
2003,albany-ny,boston-university,50,78
2003,albany-ny,maine,71,82
2003,albany-ny,stony-brook,82,74
2003,albany-ny,new-hampshire,87,79
2003,albany-ny,binghamton,59,76
2003,albany-ny,hartford,53,67
2003,albany-ny,northeastern,54,69
2003,albany-ny,vermont,60,69
2003,albany-ny,vermont,62,81
2003,alcorn-state,southern-mississippi,70,78
2003,alcorn-state,baylor,61,81
2003,alcorn-state,texas-el-paso,67,53
2003,alcorn-state,jacksonville-state,72,75
2003,alcorn-state,south-florida,62,81
2003,alcorn-state,arkansas-little-rock,58,68
2003,alcorn-state,jacksonville-state,67,74
2003,alcorn-state,louisiana-lafayette,66,99
2003,alcorn-state,tennessee-tech,50,62
2003,alcorn-state,bradley,68,95
2003,alcorn-state,texas-pan-american,74,56
2003,alcorn-state,kentucky,63,94
2003,alcorn-state,prairie-view,70,77
2003,alcorn-state,texas-southern,70,71
2003,alcorn-state,jackson-state,72,76
2003,alcorn-state,grambling,66,83
2003,alcorn-state,mississippi-valley-state,76,69
2003,alcorn-state,arkansas-pine-bluff,79,50
2003,alcorn-state,alabama-am,66,65
2003,alcorn-state,alabama-state,49,75
2003,alcorn-state,southern,93,87
2003,alcorn-state,jackson-state,93,91
2003,alcorn-state,grambling,88,79
2003,alcorn-state,mississippi-valley-state,65,73
2003,alcorn-state,arkansas-pine-bluff,74,68
2003,alcorn-state,alabama-am,79,71
2003,alcorn-state,alabama-state,69,50
2003,alcorn-state,southern,63,62
2003,alcorn-state,texas-southern,69,79
2003,alcorn-state,prairie-view,64,75
2003,alcorn-state,alabama-state,58,55
2003,alcorn-state,prairie-view,71,64
2003,alcorn-state,texas-southern,68,77
2003,american,missouri,57,72
2003,american,north-carolina-greensboro,79,80
2003,american,virginia-tech,61,69
2003,american,liberty,72,67
2003,american,radford,73,49
2003,american,howard,61,58
2003,american,college-of-charleston,65,68
2003,american,fairfield,57,68
2003,american,elon,76,51
2003,american,wagner,55,69
2003,american,george-washington,81,75
2003,american,saint-francis-pa,54,64
2003,american,pennsylvania,55,66
2003,american,bucknell,52,63
2003,american,navy,70,53
2003,american,lehigh,54,57
2003,american,colgate,58,55
2003,american,holy-cross,72,49
2003,american,lafayette,66,67
2003,american,army,79,64
2003,american,bucknell,70,56
2003,american,navy,64,61
2003,american,lehigh,69,59
2003,american,holy-cross,66,68
2003,american,colgate,59,60
2003,american,army,77,43
2003,american,lafayette,79,62
2003,american,navy,72,57
2003,american,lafayette,74,55
2003,american,holy-cross,64,72
2003,appalachian-state,charlotte,103,100
2003,appalachian-state,south-carolina,56,71
2003,appalachian-state,marquette,78,101
2003,appalachian-state,southern-methodist,87,65
2003,appalachian-state,georgia,62,99
2003,appalachian-state,james-madison,83,76
2003,appalachian-state,east-tennessee-state,108,94
2003,appalachian-state,north-carolina-greensboro,91,60
2003,appalachian-state,georgia-southern,87,81
2003,appalachian-state,gardner-webb,99,98
2003,appalachian-state,chattanooga,107,99
2003,appalachian-state,western-carolina,69,70
2003,appalachian-state,virginia-military-institute,85,68
2003,appalachian-state,furman,83,67
2003,appalachian-state,gardner-webb,82,88
2003,appalachian-state,citadel,75,65
2003,appalachian-state,western-carolina,99,69
2003,appalachian-state,davidson,86,99
2003,appalachian-state,virginia-military-institute,83,64
2003,appalachian-state,college-of-charleston,96,108
2003,appalachian-state,wofford,76,72
2003,appalachian-state,davidson,81,94
2003,appalachian-state,north-carolina-greensboro,71,68
2003,appalachian-state,east-tennessee-state,78,88
2003,appalachian-state,citadel,73,63
2003,appalachian-state,chattanooga,67,98
2003,arizona-state,morehead-state,59,56
2003,arizona-state,kentucky,65,82
2003,arizona-state,utah,83,79
2003,arizona-state,lafayette,85,62
2003,arizona-state,brigham-young,60,64
2003,arizona-state,utah,55,78
2003,arizona-state,nevada,76,63
2003,arizona-state,purdue,70,53
2003,arizona-state,bucknell,79,52
2003,arizona-state,nebraska,75,63
2003,arizona-state,oregon-state,67,47
2003,arizona-state,oregon,73,94
2003,arizona-state,washington,89,57
2003,arizona-state,washington-state,96,55
2003,arizona-state,ucla,75,64
2003,arizona-state,southern-california,74,76
2003,arizona-state,arizona,63,71
2003,arizona-state,california,75,70
2003,arizona-state,stanford,57,58
2003,arizona-state,washington-state,87,54
2003,arizona-state,washington,79,77
2003,arizona-state,southern-california,108,78
2003,arizona-state,ucla,85,69
2003,arizona-state,arizona,72,92
2003,arizona-state,stanford,77,88
2003,arizona-state,california,72,80
2003,arizona-state,oregon,91,77
2003,arizona-state,oregon-state,74,64
2003,arizona-state,oregon,82,83
2003,arizona-state,memphis,84,71
2003,arizona-state,kansas,76,108
2003,arizona,western-kentucky,107,68
2003,arizona,northern-arizona,101,66
2003,arizona,saint-louis,91,58
2003,arizona,san-diego-state,89,81
2003,arizona,texas,73,70
2003,arizona,louisiana-state,65,66
2003,arizona,davidson,95,69
2003,arizona,boston-university,85,71
2003,arizona,oregon,81,72
2003,arizona,oregon-state,80,65
2003,arizona,washington-state,82,69
2003,arizona,washington,79,61
2003,arizona,southern-california,81,72
2003,arizona,ucla,87,52
2003,arizona,arizona-state,71,63
2003,arizona,kansas,91,74
2003,arizona,stanford,77,82
2003,arizona,california,95,80
2003,arizona,washington,88,85
2003,arizona,washington-state,75,62
2003,arizona,ucla,106,70
2003,arizona,southern-california,86,59
2003,arizona,arizona-state,92,72
2003,arizona,california,88,75
2003,arizona,stanford,72,69
2003,arizona,oregon-state,72,60
2003,arizona,oregon,88,80
2003,arizona,ucla,89,96
2003,arizona,vermont,80,51
2003,arizona,gonzaga,96,95
2003,arizona,notre-dame,88,71
2003,arizona,kansas,75,78
2003,arkansas,jackson-state,81,44
2003,arkansas,oral-roberts,64,76
2003,arkansas,tulsa,60,61
2003,arkansas,troy,66,74
2003,arkansas,illinois,58,62
2003,arkansas,louisiana-tech,72,60
2003,arkansas,sam-houston-state,78,67
2003,arkansas,texas-state,70,60
2003,arkansas,centenary-la,75,51
2003,arkansas,oklahoma-state,45,71
2003,arkansas,memphis,67,72
2003,arkansas,alabama,51,61
2003,arkansas,auburn,37,52
2003,arkansas,georgia,64,81
2003,arkansas,louisiana-state,73,65
2003,arkansas,mississippi,54,73
2003,arkansas,florida,66,77
2003,arkansas,alabama,81,70
2003,arkansas,mississippi-state,54,84
2003,arkansas,tennessee,62,70
2003,arkansas,south-carolina,65,72
2003,arkansas,kentucky,50,66
2003,arkansas,louisiana-state,56,75
2003,arkansas,vanderbilt,60,50
2003,arkansas,mississippi-state,53,51
2003,arkansas,auburn,54,69
2003,arkansas,mississippi,54,64
2003,arkansas,louisiana-state,56,85
2003,arkansas-state,southeast-missouri-state,83,71
2003,arkansas-state,samford,61,70
2003,arkansas-state,air-force,52,57
2003,arkansas-state,samford,67,68
2003,arkansas-state,southern-mississippi,64,48
2003,arkansas-state,arkansas-pine-bluff,92,49
2003,arkansas-state,missouri-state,65,72
2003,arkansas-state,toledo,73,90
2003,arkansas-state,utah-state,54,72
2003,arkansas-state,missouri-kansas-city,71,56
2003,arkansas-state,middle-tennessee,58,65
2003,arkansas-state,western-kentucky,69,77
2003,arkansas-state,denver,68,82
2003,arkansas-state,north-texas,68,65
2003,arkansas-state,texas-am-corpus-christi,100,73
2003,arkansas-state,arkansas-little-rock,70,77
2003,arkansas-state,new-orleans,68,70
2003,arkansas-state,south-alabama,83,63
2003,arkansas-state,arkansas-little-rock,86,76
2003,arkansas-state,florida-international,67,65
2003,arkansas-state,middle-tennessee,55,79
2003,arkansas-state,western-kentucky,63,69
2003,arkansas-state,louisiana-lafayette,84,72
2003,arkansas-state,new-mexico-state,67,82
2003,arkansas-state,florida-international,85,65
2003,arkansas-state,denver,76,82
2003,arkansas-little-rock,hawaii,65,81
2003,arkansas-little-rock,cal-state-fullerton,56,43
2003,arkansas-little-rock,colorado-state,84,75
2003,arkansas-little-rock,memphis,49,73
2003,arkansas-little-rock,alcorn-state,68,58
2003,arkansas-little-rock,minnesota,84,86
2003,arkansas-little-rock,arkansas-pine-bluff,83,71
2003,arkansas-little-rock,southeast-missouri-state,81,56
2003,arkansas-little-rock,prairie-view,76,65
2003,arkansas-little-rock,southern-mississippi,54,70
2003,arkansas-little-rock,pepperdine,110,116
2003,arkansas-little-rock,portland-state,48,41
2003,arkansas-little-rock,western-kentucky,66,74
2003,arkansas-little-rock,middle-tennessee,71,62
2003,arkansas-little-rock,north-texas,88,80
2003,arkansas-little-rock,denver,55,72
2003,arkansas-little-rock,arkansas-state,77,70
2003,arkansas-little-rock,south-alabama,59,65
2003,arkansas-little-rock,new-orleans,85,83
2003,arkansas-little-rock,arkansas-state,76,86
2003,arkansas-little-rock,florida-international,46,45
2003,arkansas-little-rock,western-kentucky,51,70
2003,arkansas-little-rock,middle-tennessee,74,58
2003,arkansas-little-rock,new-mexico-state,72,64
2003,arkansas-little-rock,louisiana-lafayette,81,85
2003,arkansas-little-rock,florida-international,67,62
2003,arkansas-little-rock,north-texas,74,73
2003,arkansas-little-rock,new-mexico-state,61,78
2003,arkansas-pine-bluff,georgia-tech,75,113
2003,arkansas-pine-bluff,memphis,54,78
2003,arkansas-pine-bluff,illinois,43,96
2003,arkansas-pine-bluff,pittsburgh,49,89
2003,arkansas-pine-bluff,kansas-state,39,76
2003,arkansas-pine-bluff,arkansas-little-rock,71,83
2003,arkansas-pine-bluff,arkansas-state,49,92
2003,arkansas-pine-bluff,miami-fl,42,79
2003,arkansas-pine-bluff,mississippi,38,71
2003,arkansas-pine-bluff,iowa-state,46,90
2003,arkansas-pine-bluff,mississippi-valley-state,52,72
2003,arkansas-pine-bluff,alabama-state,33,43
2003,arkansas-pine-bluff,alabama-am,65,66
2003,arkansas-pine-bluff,southern,44,52
2003,arkansas-pine-bluff,alcorn-state,50,79
2003,arkansas-pine-bluff,texas-southern,57,74
2003,arkansas-pine-bluff,prairie-view,57,72
2003,arkansas-pine-bluff,grambling,63,99
2003,arkansas-pine-bluff,jackson-state,62,58
2003,arkansas-pine-bluff,alabama-state,33,57
2003,arkansas-pine-bluff,alabama-am,54,72
2003,arkansas-pine-bluff,southern,88,79
2003,arkansas-pine-bluff,alcorn-state,68,74
2003,arkansas-pine-bluff,texas-southern,58,54
2003,arkansas-pine-bluff,prairie-view,53,66
2003,arkansas-pine-bluff,grambling,63,68
2003,arkansas-pine-bluff,jackson-state,52,50
2003,arkansas-pine-bluff,mississippi-valley-state,68,75
2003,army,duke,53,101
2003,army,fairleigh-dickinson,54,76
2003,army,sacred-heart,75,73
2003,army,columbia,44,58
2003,army,albany-ny,43,47
2003,army,stony-brook,59,68
2003,army,marist,57,74
2003,army,cornell,50,69
2003,army,fairleigh-dickinson,65,63
2003,army,holy-cross,45,61
2003,army,lafayette,59,73
2003,army,colgate,58,86
2003,army,yale,69,63
2003,army,bucknell,38,53
2003,army,lehigh,61,78
2003,army,navy,46,65
2003,army,american,64,79
2003,army,holy-cross,45,53
2003,army,lafayette,43,57
2003,army,colgate,58,68
2003,army,lehigh,52,59
2003,army,bucknell,65,66
2003,army,american,43,77
2003,army,navy,56,62
2003,army,holy-cross,40,58
2003,auburn,wofford,81,63
2003,auburn,georgia-state,100,71
2003,auburn,western-kentucky,70,89
2003,auburn,southeastern-louisiana,77,47
2003,auburn,south-carolina-state,85,65
2003,auburn,rutgers,82,70
2003,auburn,murray-state,72,53
2003,auburn,western-michigan,54,72
2003,auburn,denver,63,58
2003,auburn,troy,94,66
2003,auburn,southern-mississippi,92,46
2003,auburn,north-texas,90,65
2003,auburn,vanderbilt,62,59
2003,auburn,arkansas,52,37
2003,auburn,south-carolina,67,60
2003,auburn,alabama,77,68
2003,auburn,kentucky,51,67
2003,auburn,georgia,79,85
2003,auburn,tennessee,57,60
2003,auburn,mississippi,77,71
2003,auburn,louisiana-state,56,54
2003,auburn,alabama,68,84
2003,auburn,mississippi-state,46,63
2003,auburn,mississippi,80,75
2003,auburn,louisiana-state,63,94
2003,auburn,florida,70,73
2003,auburn,arkansas,69,54
2003,auburn,mississippi-state,45,67
2003,auburn,tennessee,66,53
2003,auburn,kentucky,58,78
2003,auburn,saint-josephs,65,63
2003,auburn,wake-forest,68,62
2003,auburn,syracuse,78,79
2003,austin-peay,memphis,81,80
2003,austin-peay,missouri,46,81
2003,austin-peay,mississippi,46,74
2003,austin-peay,belmont,76,75
2003,austin-peay,evansville,85,95
2003,austin-peay,middle-tennessee,79,71
2003,austin-peay,green-bay,69,74
2003,austin-peay,eastern-washington,77,69
2003,austin-peay,tennessee-martin,64,66
2003,austin-peay,murray-state,66,63
2003,austin-peay,tennessee-tech,47,66
2003,austin-peay,eastern-illinois,87,80
2003,austin-peay,southeast-missouri-state,62,49
2003,austin-peay,tennessee-martin,64,56
2003,austin-peay,morehead-state,66,59
2003,austin-peay,eastern-kentucky,86,77
2003,austin-peay,tennessee-state,82,57
2003,austin-peay,murray-state,72,69
2003,austin-peay,tennessee-state,71,56
2003,austin-peay,tennessee-tech,58,54
2003,austin-peay,eastern-illinois,76,80
2003,austin-peay,southeast-missouri-state,63,56
2003,austin-peay,eastern-kentucky,78,64
2003,austin-peay,morehead-state,76,64
2003,austin-peay,eastern-kentucky,83,80
2003,austin-peay,murray-state,59,56
2003,austin-peay,tennessee-tech,63,57
2003,austin-peay,louisville,64,86
2003,ball-state,jacksonville-state,72,64
2003,ball-state,weber-state,67,72
2003,ball-state,nebraska,73,65
2003,ball-state,butler,45,71
2003,ball-state,iupui,85,69
2003,ball-state,wright-state,66,59
2003,ball-state,indiana-state,76,68
2003,ball-state,dayton,65,80
2003,ball-state,xavier,58,87
2003,ball-state,indiana,62,76
2003,ball-state,akron,104,105
2003,ball-state,bowling-green-state,57,61
2003,ball-state,northern-illinois,64,66
2003,ball-state,western-michigan,52,71
2003,ball-state,toledo,77,72
2003,ball-state,eastern-michigan,91,90
2003,ball-state,miami-oh,56,58
2003,ball-state,marshall,96,75
2003,ball-state,northern-illinois,60,78
2003,ball-state,ohio,82,68
2003,ball-state,miami-oh,78,70
2003,ball-state,kent-state,83,75
2003,ball-state,buffalo,80,68
2003,ball-state,central-michigan,92,94
2003,ball-state,western-kentucky,79,84
2003,ball-state,bowling-green-state,94,73
2003,ball-state,western-michigan,74,86
2003,ball-state,toledo,64,100
2003,ball-state,central-michigan,66,86
2003,ball-state,bowling-green-state,81,90
2003,baylor,alcorn-state,81,61
2003,baylor,northwestern-state,82,54
2003,baylor,houston,62,60
2003,baylor,texas-state,92,71
2003,baylor,texas-christian,64,72
2003,baylor,louisiana-monroe,79,74
2003,baylor,montana-state,65,56
2003,baylor,southern-methodist,58,66
2003,baylor,north-texas,82,56
2003,baylor,texas-pan-american,78,50
2003,baylor,mount-st-marys,80,47
2003,baylor,missouri,69,77
2003,baylor,texas,71,82
2003,baylor,texas-tech,64,80
2003,baylor,oklahoma-state,64,67
2003,baylor,oklahoma,54,67
2003,baylor,iowa-state,70,74
2003,baylor,texas-am,77,69
2003,baylor,oklahoma,42,91
2003,baylor,kansas,58,79
2003,baylor,oklahoma-state,74,72
2003,baylor,kansas-state,66,57
2003,baylor,nebraska,78,64
2003,baylor,texas,64,82
2003,baylor,colorado,59,72
2003,baylor,texas-am,60,79
2003,baylor,texas-tech,74,68
2003,baylor,texas-tech,65,68
2003,belmont,notre-dame,48,76
2003,belmont,brown,83,77
2003,belmont,georgia,71,87
2003,belmont,navy,68,61
2003,belmont,air-force,76,85
2003,belmont,loyola-il,75,57
2003,belmont,austin-peay,75,76
2003,belmont,purdue,61,78
2003,belmont,valparaiso,65,83
2003,belmont,east-tennessee-state,61,71
2003,belmont,long-island-university,88,75
2003,belmont,samford,52,51
2003,belmont,gardner-webb,103,86
2003,belmont,campbell,73,63
2003,belmont,jacksonville-state,87,69
2003,belmont,georgia-state,66,69
2003,belmont,troy,64,67
2003,belmont,mercer,69,67
2003,belmont,central-florida,60,58
2003,belmont,florida-atlantic,76,69
2003,belmont,jacksonville,84,52
2003,belmont,stetson,80,85
2003,belmont,georgia-state,72,57
2003,belmont,jacksonville-state,87,92
2003,belmont,campbell,74,56
2003,belmont,gardner-webb,81,73
2003,belmont,samford,72,64
2003,belmont,georgia-state,58,76
2003,bethune-cookman,canisius,64,77
2003,bethune-cookman,iona,79,98
2003,bethune-cookman,florida-am,71,69
2003,bethune-cookman,minnesota,52,79
2003,bethune-cookman,louisiana-lafayette,55,81
2003,bethune-cookman,florida,64,99
2003,bethune-cookman,wake-forest,54,96
2003,bethune-cookman,delaware-state,47,70
2003,bethune-cookman,howard,58,63
2003,bethune-cookman,maryland-eastern-shore,69,74
2003,bethune-cookman,savannah-state,66,54
2003,bethune-cookman,norfolk-state,49,59
2003,bethune-cookman,hampton,72,74
2003,bethune-cookman,savannah-state,50,60
2003,bethune-cookman,coppin-state,69,73
2003,bethune-cookman,morgan-state,79,71
2003,bethune-cookman,south-carolina-state,64,87
2003,bethune-cookman,north-carolina-at,78,69
2003,bethune-cookman,morris-brown,63,65
2003,bethune-cookman,delaware-state,48,43
2003,bethune-cookman,howard,68,96
2003,bethune-cookman,maryland-eastern-shore,57,48
2003,bethune-cookman,norfolk-state,48,61
2003,bethune-cookman,hampton,69,76
2003,bethune-cookman,morris-brown,85,66
2003,bethune-cookman,morgan-state,55,59
2003,bethune-cookman,coppin-state,65,70
2003,bethune-cookman,florida-am,66,72
2003,bethune-cookman,morgan-state,104,103
2003,bethune-cookman,south-carolina-state,73,75
2003,binghamton,lafayette,77,68
2003,binghamton,columbia,70,42
2003,binghamton,long-island-university,75,66
2003,binghamton,dartmouth,61,67
2003,binghamton,denver,74,69
2003,binghamton,iowa-state,56,86
2003,binghamton,syracuse,58,94
2003,binghamton,villanova,53,68
2003,binghamton,george-washington,64,68
2003,binghamton,new-hampshire,80,50
2003,binghamton,boston-university,65,70
2003,binghamton,st-francis-ny,74,62
2003,binghamton,stony-brook,64,59
2003,binghamton,hartford,55,52
2003,binghamton,maine,64,79
2003,binghamton,albany-ny,86,59
2003,binghamton,new-hampshire,82,71
2003,binghamton,northeastern,48,59
2003,binghamton,vermont,61,50
2003,binghamton,hartford,51,65
2003,binghamton,boston-university,82,85
2003,binghamton,vermont,54,74
2003,binghamton,maine,63,62
2003,binghamton,albany-ny,76,59
2003,binghamton,northeastern,66,54
2003,binghamton,stony-brook,70,77
2003,binghamton,texas-am-corpus-christi,68,72
2003,boise-state,eastern-illinois,59,73
2003,boise-state,idaho-state,74,71
2003,boise-state,idaho,75,67
2003,boise-state,southern-utah,73,71
2003,boise-state,wyoming,61,74
2003,boise-state,idaho,75,70
2003,boise-state,eastern-washington,59,65
2003,boise-state,portland-state,59,51
2003,boise-state,weber-state,65,66
2003,boise-state,san-jose-state,58,56
2003,boise-state,hawaii,65,63
2003,boise-state,fresno-state,54,61
2003,boise-state,nevada,61,71
2003,boise-state,rice,65,74
2003,boise-state,tulsa,78,74
2003,boise-state,texas-el-paso,78,85
2003,boise-state,louisiana-tech,76,79
2003,boise-state,southern-methodist,88,85
2003,boise-state,nevada,64,67
2003,boise-state,fresno-state,52,59
2003,boise-state,tulsa,55,71
2003,boise-state,rice,62,72
2003,boise-state,texas-el-paso,69,52
2003,boise-state,southern-methodist,58,66
2003,boise-state,louisiana-tech,74,51
2003,boise-state,hawaii,65,68
2003,boise-state,san-jose-state,65,47
2003,boise-state,southern-methodist,58,65
2003,boston-college,saint-josephs,58,85
2003,boston-college,boston-university,80,61
2003,boston-college,holy-cross,70,71
2003,boston-college,st-bonaventure,105,96
2003,boston-college,massachusetts,80,62
2003,boston-college,iowa-state,85,78
2003,boston-college,stony-brook,79,61
2003,boston-college,harvard,84,77
2003,boston-college,kent-state,83,86
2003,boston-college,providence,80,93
2003,boston-college,northeastern,67,72
2003,boston-college,syracuse,74,82
2003,boston-college,north-carolina-state,93,81
2003,boston-college,west-virginia,75,70
2003,boston-college,villanova,83,94
2003,boston-college,notre-dame,96,101
2003,boston-college,virginia-tech,95,71
2003,boston-college,connecticut,95,71
2003,boston-college,st-johns-ny,84,82
2003,boston-college,rutgers,72,75
2003,boston-college,providence,80,69
2003,boston-college,miami-fl,76,65
2003,boston-college,virginia-tech,87,69
2003,boston-college,st-johns-ny,81,63
2003,boston-college,miami-fl,72,68
2003,boston-college,villanova,92,84
2003,boston-college,connecticut,54,91
2003,boston-college,st-johns-ny,82,75
2003,boston-college,pittsburgh,48,61
2003,boston-college,fairfield,90,78
2003,boston-college,temple,62,75
2003,boston-university,stanford,57,61
2003,boston-university,columbia,66,37
2003,boston-university,boston-college,61,80
2003,boston-university,dartmouth,65,53
2003,boston-university,harvard,68,61
2003,boston-university,saint-josephs,49,71
2003,boston-university,george-washington,55,68
2003,boston-university,ohio,78,57
2003,boston-university,cleveland-state,56,70
2003,boston-university,florida-state,84,69
2003,boston-university,arizona,71,85
2003,boston-university,binghamton,70,65
2003,boston-university,albany-ny,66,63
2003,boston-university,vermont,65,62
2003,boston-university,stony-brook,81,66
